ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
1205	CORNILLAC	Jacques				<p>Son fils est installé imprimeur à Dijon.</p>	<p>Il imprime <em>L'Auxois</em> et <em>Le Chatillonais. </em></p>	
1206	CORNILLON	Auguste, Louis, Charles		Paris	30798	<p>Il est né à Paris en 1787.</p>	"<p>Il est d'abord capitaine au long cours puis, pendant 1 an, se forme à la lithographie avant de demander son brevet. Il veut se spécialiser dans les travaux commerciaux. En 1826, il est poursuivi pour escroquerie mais obtient un non-lieu et conserve son brevet pour lequel un acquéreur, Henri Legrand, s'était déjà proposé. Toutefois, en mai 1827, il est prêt à céder son brevet avant de se rétracter ; sa publicité dans l'<em>Almanach du commerce  </em>pour 1829 annonçant ""vignettes, tableaux, figures au trait, têtes  de lettres, registres, factures, adresses, tout ce qui a rapport au commerce et à l'administration"" cache une situation difficile ; enfin, le 9 février 1829, il prévient l'administration que ""des affaires d'intérêt l'obligent à quitter Paris"", et il demande l'autorisation de confier la gérance et la responsabilité de son imprimerie à Durier.<br>Un rapport de l'administration de la Librairie constate en 1853 qu'il a quitté Paris depuis 1829 et le brevet est annulé.</p>"	
1207	CORSANGE	Antoine	1786-02-05	Paris	30798	<p>Il est né à Paris le 5 février 1786 ; son père était commis d'un négociant à Dieppe. Il a épousé la fille d'un imprimeur dieppois, Godeby.<br>Il meurt le 29 janvier 1860.</p>	<p>Il obtient son brevet d'imprimeur en lettres le 20 novembre 1818 et, jusqu'en 1829, il est le seul imprimeur dieppois. Il a demandé sans succès en 1825 le titre d'Imprimeur du Roi et réitère cette demande en 1829 quand il réclame un brevet de lithographe pour maintenir son avantage sur de nouveaux concurrents. Il est aussi papetier et tient un cabinet de lecture. Il est l'imprimeur, depuis 1815, d'un <em>Répertoire des négociants, </em>devenu en 1826 <em>Journal d'annonces</em>, puis en 1832 la <em>Feuille d'annonces et avis divers de la ville de Dieppe ; </em> puis, à partir de mai 1834, avec le titre de  <em>Journal de Dieppe et de l'arrondissement, commercial, politique et littéraire</em> aux positions favorables au gouvernement, il  s'oppose au <em>Mémorial de Dieppe,</em> imprimé par Delevoye. Suite à un conflit avec les rédacteurs, Corsange s'en sépare et le journal devient <em>Le Phare de Dieppe </em>en août 1836, aux opinions légitimistes<em>. </em>Quand il cède son brevet d'imprimeur en lettres en 1843, mettant fin  à la publication du <em>Phare de Dieppe</em>, il ne trouve pas acquéreur pour celui de lithographe qui sera annulé.</p>	
1208	CORTEY	Antoine, Onésime	1795-03-28	St Symphorien de Lay (Loire)	16666	"<p>Il est né le 28 mars 1795 à Saint-Symphorien-de-Lay (Loire) ; son père était négociant. Il est marié et père de famille. Il est d'abord entrepreneur de travaux pour la Compagnie des chemins de fer d'Orléans, de 1839 à 1843 ;  ""c'est dans leur exécution qu'il a acquis une certaine fortune dont il jouit aujourd'hui"" note le Préfet de police ; cette ""belle et rapide fortune"" se monte à 600 000 F  environ. Il se retire à Orléans pour s'occuper de l'éducation de ses deux enfants.</p>"	"<p>Il vient à Paris en 1847 et l'administration de la Librairie se demande ""quel mobile le détermine  à entreprendre une industrie [la lithographie] généralement peu lucrative ; il lui répond qu'il veut ""donner à son fils inoccupé le goût et les habitudes de travail en l'attachant à une carrière honorable"". Il s'est rendu adjudicataire du matériel de Compan et cie le 22 janvier 1862 pour 12 300 F, suite à sa faillite, et s'associe avec  Nubla, ""ancien imprimeur lithographe de province qui n'a pas réussi dans son industrie"" ; il lui a  avancé les fonds nécessaires  à l'exploitation de cette imprimerie dont ce dernier aura la direction (rapport du Préfet de police, 5 mars 1863). Il est également breveté  taille doucier en 1863.<br>En 1866, la Préfecture de police informe la direction de la Librairie qu'il réside ordinairement en Haute-Saône et que l'imprimerie est dirigée par un nommé Guérin. Ils sont convoqués et Cortey mis en demeure d'exploiter lui-même l'imprimerie.</p>"	Revu E. P., 17/5/2019
1209	CORTEY	Joseph	1831-03-23	Chauffailes (Saône-et-Loire)	29366	<p>Il est né à Chauffailles le 23 mars 1831. Son père était maréchal-ferrant. Il a été émancipé, ce qui lui permet de faire sa demande de brevet. Il a travaillé quatre ans comme ouvrier lithographe dont deux chez Décombes, puis chez Noirot à Roanne. Il a aussi travaillé un an comme clerc de notaire.</p>		
1210	CORVIZY	François, *Eugène	1826-10-17			<p>Il est né le 17 octobre 1826. Son père était maître-clerc chez un avoué. Il a été ouvrier lithographe chez Guesnu et, depuis 2 ans, y dirige  80 personnes, hommes et femmes. Son loyer est de 120 F.</p>	<p>Sa demande est chaleureusement soutenue par Desportes.</p>	
1211	COSNARD	Jean-Baptiste, Pierre, François, Charles	1825-04-24	Château-Gontier (Mayenne)	20448	<p>Il est né à Château-Gontier (Mayenne) le 24 avril 1825 ; son père  travaillait dans l'administration des contributions directes. Il est avocat.</p>	<p>Il obtient les trois brevets en même temps et se démet en faveur de Dutemple des brevets d'imprimeur en lettres et de lithographe. Son brevet de libraire, inexploité depuis le début de 1863, est annulé car l'administration considère qu'il y a trop de libraires au Mans et qu'ils ne peuvent vivre de leur commerce.</p>	
1212	COSNIER	François, Michel		Vendôme (Loir-et-Cher )	16359	"<p>Il est né en 1798 à Vendôme (Loir-et-Cher). Il a été professeur au collège de Vendôme pendant 6 ans, enseignant latin, histoire, géographie, arithmétique et géométrie. Il est venu à Paris ""pour raisons de santé"". Il semble aisé et possède l'immeuble parisien où il habite.<br>Il est membre de la Société de géographie.</p>"	"<p>Il fait de la lithographie depuis 1821 : ""Il est  le premier  qui ait entrepris de donner à la lithographie une semblable destination ; elle ne peut offrir aucun danger et peut devenir d'une grande utilité publique "" argumente-t-il le 5 novembre 1825, conscient de la difficulté d'obtenir un brevet et défendant son projet de spécialisation dans les impressions de plans et cartes de géographie. Il joint des attestations très favorables du maire de Vendôme, du directeur du collège de la ville et du député du Loir-et-Cher, sollicitées dès août 1824.<br>Il s'est associé dès 1826 avec Renou, originaire lui aussi de Vendôme, leurs deux noms apparaissant dès avril 1826 au bas d'un plan.  Son associé, fils d'un notaire semble avoir apporté les capitaux. Un article paru dans les <em>Annales de l'industrie nationale et étrangère</em> liste en 1826 les ""travaux très considérables""  déjà entrepris par cette imprimerie ""spécialement consacrée à la géographie, à la topographie et à l'architecture et tous les genres de dessins à la plume"". Dans son rapport à la Société d'encouragement pour l'industrie nationale de juillet 1826, Jomard cite Cosnier et Renou pour ""leurs bons ouvrages"". Ils se séparent rapidement et Cosnier laisse son brevet à Renou.</p>"	Revu E. P., 19/5/2019
1213	COSNIER	Léon	1812-09-24	Angers (Maine-et-Loire)	18380	"<p>Il est né le 24 septembre 1811 à Angers ; son père était notaire. Après des études au lycée d'Angers, il part en 1829 pour Paris faire des études de droit. Il y retrouve Victor Pavie, le fils de l'imprimeur angevin, et Sainte-Beuve qui lui font rencontrer Hugo. Peu motivé par le droit, il voyage puis, de retour à Angers, occupe ses loisirs à rédiger des souvenirs publiés dans les<em> Affiches d'Angers</em> et <em>La Gerbe</em>, que publie Pavie. Il ne cessera plus de publier des articles dans les revues angevines et sera parmi les trois fondateurs de la <em>Revue de  l'Anjou et du Maine</em> (1852-1862). Après sa retraite définitive de l'entreprise, il multipliera les études historiques et biographiques, et s'investira dans la défense des anciens monuments d'Angers menacés par la modernisation de la ville. Catholique très investi dans les oeuvres sociales et de sensibilité légitimiste, il dirige le <em>Journal de Maine-et-Loire, d</em>e 1848 à 1851, soutenant une liste d'union entre légitimistes et orléanistes qui obtient en 1848 l'élection de Falloux à la députation, puis l'élection de Napoléon Bonaparte.<br>Il a épousé le 26 août 1840 Zoé Debrais, nièce du bibliothécaire et bibliophile François Grille. Elle ""le secondera  utilement dans sa gestion professionnelle et dans la prépartion de ses travaux littéraires"".<br>Il meurt le 18 septembre 1901.</p>"	"<p>Il a d'abord repris en 1837 un brevet de libraire et tient un cabinet de lecture, puis, le 1er janvier 1838, il s'associe avec son beau-frère Ambroise Adolphe Lachèse (1800-1883) pour racheter l'imprimerie de Le Sourd dont il garde les trois brevets. L'imprimerie a pour raison sociale ""Imprimerie Cosnier et Lachèse"". Sans formation à l'imprimerie, les deux associés s'appuient sur le personnel fidèle formé par Le Sourd et Mame avant lui. Cosnier s'occupe plus particulièrement de la librairie où il rassemble un salon littéraire, et Lachèse de l'imprimerie. Dès le 6 mars 1838, il se charge de l'impression du conservateur <em>Journal de Maine-et-Loire</em> et prépare la publication d'ouvrages illustrés (<em>Angers et ses monuments, Souvenirs de l'exposition de 1839</em>). Il enlève à Pavie l'impression de l'<em>Almanach de</em> <em>Maine-et-Loire</em>, et une grande partie de sa clientèle de notables (Grille, Quatrebarbes...) dont il publie les catalogues de bibliothèque, les rééditions érudites (<em>Chroniques d'Anjou et du Maine</em>, éditées en 1842 au profit des réfugiés espagnols légitimistes,<em> Oeuvres du roi René,</em> mention Honorable à l'Expositon universelle de Londres), les études d'histoire régionale, de médecine, d'agriculture... La Société industrielle d'Angers, la Société de médecine lui confient leur Bulletin et, après le retrait de Pavie, il devient l'imprimeur de la Société d'agriculture, sciences et arts d'Angers ; la <em>Revue de l'Anjou et de Maine-et-Loire </em>sort aussi de ses presses. Sa production d'une quarantaine d'ouvrages par an se diversifie avec notamment des publications liées à la Cour impériale d'Angers et il travaille occasionnellement pour de petits éditeurs parisiens comme Maison.  <em> </em><br>Il est condamné le 22 mai 1847 pour défaut de dépôt de l'<em>Apparition de la Sainte-Vierge à deux bergers des Alpes</em> à une amende de 2 000 F, réduite à 50 F en septembre.<br>L'<em>Anjou pittoresque,</em> annoncé en 9 livraisons de 5 lithographies et 3 feuilles de texte, à partir du 6 décembre 1841, semble bien refléter l'usage de la lithographie chez Cosnier : dans cet in-folio à la belle typographie, les plans des églises étudiées, de même que celui de la ville offert aux souscripteurs, sont lithographiés sur place ; en revanche, pour les vues (Intérieur de l'église Saint-Serge, Maison Abraham, Pont des tanneries...), il a été fait appel au nantais Charpentier, spécialistes des vues pittoresques et artistiques. La pauvreté des illustrations d'<em>Angers ancien et moderne</em> confirme le rôle secondaire joué par la lithographie dans l'imprimerie.<br>Il se retire de l'entreprise le 1er mai 1866, laissant l'imprimerie à son beau-frère qui prend comme associés Dolbeau et Belleuvre.<br></p>"	
1214	COSSON	Alexandre, *Théophile, Édouard	1820-12-22	Paris	30798	<p>Il est né le 22 décembre 1820 à Paris. Il est marié et père de 3 enfants ; sa femme tient un établissement de bains, rue de Martignac. Ouvrier graveur, il était employé des Chemins de fer de l'Ouest comme chef de bureau.</p>	"<p>Il a acheté le fonds de Salvy pour 5 000 F. Il veut se spécialiser dans les travaux de ville. "" Il n'a pas de connaissances  pratiques en imprimerie lithographique, mais il paraît  pouvoir y suppléer par son intelligence et son instruction"" note le Préfet de police. Il compte s'appuyer sur son fils apprenti lithographe.</p>"	
1215	COSSON	Noé				<p>Il a été instituteur. Il est secrétaire de l'Église protestante.</p>	<p>Il veut utiliser un presse autographique dans le cadre de ses fonctions à l'Église protestante.</p>	
1216	COSTES	Jean, Georges, Osmin	1810-03-25	Chalabre (Aude)	3753	<p>Il est né le 25 mars 1810 à Chalabre (Aude) ; son père était orfèvre. Il est graveur sur métaux et écrivain lithographe. Il a fait deux ans d'apprentissage à Paris.</p>		
1217	COSTET	Louis, Philippe	1831-04-27	Robécourt (Vosges)	35371	<p>Il est né à Robécourt (Vosges) le 27 avril 1831 ; son père était marchand. Il a travaillé successivement, comme compositeur, chez les imprimeurs parisiens Dubuisson, Schiller et Dupont  avant que Humbert ne le recrute en 1860 pour diriger son imprimerie aux côtés de son fils.</p>	<p>Le Préfet est favorable à son installation comme typographe (brevet du 24 mars 1863) et lithographe car l'imprimerie de Humbert est devenue une imprimerie de labeur qui néglige les travaux de ville. Il obtient aussi un brevet de libraire le 30 juin 1864. La raison sociale est Costet et Chevillot. Toutefois,  en 1867, il recrute 25 nouveaux actionnaires dans une société Costet et cie, mais l'apport financier est insuffisant puisque, en 1868, il n'exerce plus, sans doute à cause de graves difficultés financières.</p>	
1218	COSTIS	Roger, Pierre	1854-12-01	Le Dézert (Manche)	18884	<p>Il est né le 1er décembre 1854 au Dézert (Manche).</p>	<p>Il reprend l'imprimerie de l'imprimeur Marie qui était installé au 121 de la rue Saint-Pierre.</p>	
1219	COT	Alexis	1819-11-15	Tournon (Ardèche)	30472	<p>Il est né à Tournon le 15 novembre 1819. Son père était sous-lieutenant dans les armées napoléoniennes. Il a une formation d'ouvrier imprimeur.Il est devenu maire de Plats où il réside.</p>	<p>Il est l'associé de l'imprimeur Guillet qui, à 74 ans, lui cède son brevet  d'imprimeur en lettres (20/05/1850). Il imprime les annonces judiciaires de Tournon.</p>	
1220	COTARD	*Henri, Chéri	1798-11-03	Pons (Charente-maritime)	6168	<p>Il est né le 3 novembre 1797 à Pons (Charente-maritime). Il est d'abord marchand papetier et libraire, en association avec son beau-frère Breillat qui démissionne et lui transfère son brevet.</p>	"<p>En même temps qu'il demande le transfert du brevet de libraire de son beau-frère avec qui il est resté associé pendant cinq ans, il demande un brevet d'imprimeur en lettres et l'obtient le 21 octobre 1833. Il devient le propriétaire-gérant de <em><a href=""http://gallica.bnf.fr/ark:/12148/bpt6k967204b"" target=""_blank"">L'Echo des marchés du Centre</a>, </em>très lu dans l'Indre et les départements voisins.</p>"	
1221	COTARD	Paul	1832-11-24	Issoudun (Indre)	14251	<p>Il est né le 24 novembre 1832 à Issoudun, fils aîné de l'imprimeur Henri Cotard. Il a fait de bonnes études en sciences et en lettres.<br>Quand il meurt en 1866, il laisse deux enfants mineurs.</p>	"<p>Son père, avec qui il a travaillé pendant six ans, démissionne en sa faveur. Il reprend donc les trois brevets en même temps que l'entreprise, et poursuit l'impression de <em><a href=""http://gallica.bnf.fr/ark:/12148/bpt6k967208v"" target=""_blank"">L'Echo des marchés du Centre</a>.</em></p>"	
1222	COTÉ	Charles, Marie, André	1822-07-12	Lyon (Rhône)	28533	<p>Il est né le 12 juillet 1822 à Lyon (Rhône) ; son père était menuisier.</p>	<p>Il rachète à la veuve Celse l'imprimerie qu'il gérait pour elle. Il demande pour compléter un brevet de libraire par création, souhaitant vendre des ouvrages religieux et des livres de luxe. Après avoir essuyé un refus, il reprend un brevet existant le 10 septembre 1860. À sa mort, sa veuve lui succède.</p>	
1223	COTELLE	Adolphe, Julien				<p>Il a été fourrier au 4e régiment de zouaves, puis ouvrier imprimeur à Villeneuve-Saint-Georges.</p>	<p>Il veut créer une imprimerie lithographique.</p>	
1224	COTTELOT	Claude	1816-05-08	Sainte-Colombe-sur-Seine (Côte-d'or)	7479	<p>Il est né le 8 mai 1816 à Sainte-Colombe-sur-Seine (Côte-d'or). Son père était tailleur de pierre. Il paie patente pour un magasin de lingerie à Beaune où il réside depuis 1836. Il est aussi écrivain lithographe depuis six ans et en donne un exemple dans l'incipit de sa demande de brevet</p>	"<p>Son papier à en-tête de 1872 annonce les procédés qu'il met en oeuvre : la lithographie occupe la place principale, encadrée par la chromographie, l'autographie et la gravure. Leurs principales applications sont la fabrication d'étiquettes ""en tous genres pour vins et liqueurs"", les papiers commerciaux (prix, mandats, factures), les avis (faire-parts, cartes de visite, programmes, menus...), la musique et la confection de registres.</p>"	
1225	COTTENEST	Victor, Prosper	1801-10-19	Laon (Aisne)	817	<p>Il est né le 19 octobre 1801 à Laon (Aisne). Il a fréquenté le collège de Laon de 1811 à 1817. Il a été dispensé de service militaire car il était fils unique d’une veuve. Il a été apprenti puis prote chez Barbier à Soissons.Il est d’abord chef de bureau à la préfecture de l’Aisne.<br>Garde national, il s’est illustré dans la défense de « deux étrangers gravement compromis dans une émeute à Saint-Quentin », en 1832, ce qui lui a valu de la part du ministre de l’Intérieur une lettre de félicitations</p>	<p>Il a été breveté imprimeur en lettres le 7/10/1823. Il a placé, en 1827, sur sa façade, une enseigne « représentant l’Imprimerie personnifiée, placée sur le globe du monde qu’elle éclairait de son flambeau et le mot France qu’on lisait sur la partie supérieure du globe, recevait plus directement la lumière comme étant le point le plus civilisé ». De mauvais esprits lui ont prêté l’intention d’avoir voulu représenter l’Imprimerie éteignant son flambeau, comme par allusion maligne aux circonstances d’alors. Procès-verbal a été dressé le 24 mars 1827. Un rapport de police signale qu’il est tout dévoué au parti libéral. Cottenest fait valoir que « son flambeau est renversé sans doute mais il est renversé sur la France qu’il éclaire et il n’est pas représenté éteint. » Il peut encore prouver que « l’enseigne  a été peinte et achevée […] avant l’émission du projet de loi sur la presse. » L’enseigne est finalement replacée en 1829.<br>Il est aussi breveté libraire  le 20/04/1832. L'enquête statistique de 1851 note qu'il n'exploite pas son brevet de lithographe En 1861, il veut démissionner de ses trois brevets puis y renonce. En effet,  il est gérant du journal politique <em>Le Glaneur</em> et l'administration a récusé  son successeur, ancien employé du Trésor public à Laon, qui se forme à l'imprimerie depuis quelques mois sous sa direction.</p>	
1226	COTTERET	Dominique, Marie, *Charles	1816-08-06	Paris	30798	<p>Il est né le 6 août 1816 à Paris ; son père était imprimeur en taille-douce. Il est marié et père de 2 enfants. Il a appris la gravure avec son père, puis s'est mis à son compte, à partir de 1839, en travaillant pour les imprimeurs du passage du Caire. Il paie un loyer de 700 F.<br>Il meurt le 12 décembre 1866.</p>	"<p>Il exploite 7 presses: 4 en taille-douce et 3 en lithographie. Il est spécialisé dans l'impression des éventails, des papiers fantaisie et des travaux de ville. Toutefois il est aussi l'imprimeur lithographique de l<a href=""http://catalogue.bnf.fr/ark:/12148/cb32042194d""><em>'</em></a></p>"	Revu E. P., 19/5/2019
1227	COTTERET	Jean, Pierre	1778-04-09			"<p>Il est né le 9 avril 1778. Il est marié et père de 3 enfants. Ancien militaire, il est sergent dans la Garde nationale et ""donne des preuves d'un zèle remarquable dans sa légion"", note le rapport de police.<br>Il meurt en 1851.</p>"	"<p>Il est d'abord imprimeur en taille-douce pendant 15 ans, puis fait une demande de brevet de lithographe qu'il obtient par création.  ""Il faut en quelque sorte que les imprimeurs fassent toutes les parties pour pouvoir se tirer d'affaires"", écrit-il pour justifier sa demande.</p>"	
1228	COTTERET	Pierre, Auguste	1815-09-04			<p>Il est né le 4 septembre 1815. Il vit à Paris.</p>		
1229	COTTET	Joseph, Simon	1825-03-20	Luçon (Vendée)	34347	<p>Il est né le 20 mars 1825 à Luçon ; son père était courrier. Il a été ouvrier typographe à Paris et veut revenir auprès de sa mère qui est veuve et sans ressources.</p>	"<p>Il a obtenu un brevet d'imprimeur en lettres le 6 février 1854 et un brevet de libraire le 16 mars 1854. Il se vante d'être ""un jeune patriote"" et le premier lithographe de Vendée, ce qui, pour la seconde affirmation, est faux.</p>"	
1230	COTTON	Henri, Jean-Baptiste	1808-03-17	Virieu (Isère)	15214	<p>Il est né à Virieu (Isère) le 17 mars 1808 ; son père était percepteur. Il est écrivain dessinateur lithographe, ayant travaillé depuis 1822 à Lyon, Nîmes, Carcassonne, Saint-Étienne (chez Boirayon)... Entre 1831 et 1836, il a fait son service militaire.</p>		
1231	COTTU	Laurent, Louis, Joseph	1812-10-03	Clermont (Oise)	30576	<p>Il est né à Clermont (Oise) le 3 octobre 1812 ; son père était huissier. Il a travaillé pendant dix ans chez l'imprimeur Decourchand.</p>	<p>Il reprend les trois brevets de Soulas. Il possède 1 presse lithographique et emploie 1 écrivain et 1 ouvrier lithographe ; il fait beaucoup d'ouvrages de  ville. Il imprime l'<em>Ami de l'Ordre </em>et le <em>Journal des arpenteurs  </em>avec 2 presses typographiques</p>	
1232	COUCHON							
1233	COUCHOUD	Louis	1838-08-14	Lyon (Rhône)	28533	<p>Il est né de père inconnu le 14 août 1838 à Lyon ; sa mère était dévideuse. Il est écrivain lithographe.</p>	<p>Il a racheté l'imprimerie et le brevet de Denis.</p>	
1234	COUDERT	Silvain	1784-01-22	Limoges (Haute-Vienne)	34875	<p>Il est né le 22 janvier 1784 à Limoges (Haute-Vienne) ; son père était jardinier. Il est le frère de l'imprimeur typographique qui possède le journal constitutionnel <em>L'Indicateur</em>.</p>	<p>Il veut adjoindre la lithographie à la typographie pratiquée dans l'imprimerie de son frère. Sa première demande de brevet en 1828 est ajournée.<br>Il fait des travaux de ville.<br>À sa mort, ses héritiers gardent son brevet sans l'exploiter, son neveu projetant de le reprendre, puis finissent par le vendre avec l'imprimerie pour 300 F  à Lahon.</p>	
1235	COUDRÉ et PÉRIGORD					<p>Jean Coudré est né le 3 avril 1843, Daniel Périgord le 19 août 1852.</p>	<p>Ils s'associent pour créer une imprimerie lithographique.</p>	
1236	COUESNON						<p>Couesnon père, né le 15 janvier 1826  à La Ferté-Gaucher (Seine-et-Marne), son fils, né le 5 novembre 1850 à Provins (Seine-et-Marne), et Savet, né aux Islettes (Meuse) le 7 mars 1837, sont associés comme grossistes en tissus. Ils ont besoin d'une presse autographique pour imprimer leurs papiers commercaiux.</p>	
1237	COUILLARD	Léon, Victor	1816-06-03	Fécamp (Seine-inférieure)	31051	<p>Il est né à Fécamp le 3 juin 1816 ; son père était orfèvre. Il est typographe. == Il est né à Fécamp le 3 juin 1816 ; son père était orfèvre.</p>	<p>Il a repris le brevet de Genets mais, en 1854, l'administration  constate qu'il ne l'exploite pas et qu'il habite désormais Saint-Valéry. Il répond que, depuis trois ans, il a les jambes paralysées, qu'il a déjà vendu une grande partie de son matériel, mais n'a pas trouvé acquéreur pour le brevet. En 1856, il vit à La Villette près de Paris ; il a trouvé un acquéreur pour son brevet et découvre que celui-ci a été annulé en 1855. Il demande qu'on le lui rende ou qu'on l'indemnise car, paralysé, il ne peut travailler et n'a pas de revenu. En précisant qu'il s'agit d'un secours, et non d'une indemnité, l'administration lui alloue 60 F. == Il reprend les brevets d'imprimeur en lettres et de lithographe de Michel.</p>	
1238	COUISSINIER	Marie, Auguste	1834-01-08	Marseille (Bouches-du-Rhône)	4459	<p>Il ets né à Marseille (Bouches-du-Rhône) le 8 janvier 1834. == Il est né le 8 janvier 1834 à Marseille. Son père était tuilier. Il est ouvrier lithographe à Aix, chez Martin depuis 5 ans .</p>	"<p>Après avoir cédé son imprimerie à Salon, il ouvre une imprimerie à Nice à l'enseigne de la ""Lithographie artistique"". == Il a d'abord demandé un brevet pour Bastia qui lui est refusé le 30 janvier 1866 car il y a déjà deux lithographes dans cette ville. Il reprend alors le brevet et l'imprimerie de Gonnelle  pour 12 500 F et se retrouve à la tête de deux presses lithographiques, une presse à satiner, une presse à rogner et un stock de pierres. Il cède son imprimerie en 1874 à Adrien Joseph Audibert.</p>"	
1239	COULANJON	Jean-Baptiste	1825-11-29	Montluçon (Allier)	1420	"<p>Il est né le 29 novembre 1825 à Montluçon ; son père était tisserand.  Il est détenu, en février 1851,  à la prison de Moulins ""en prévention de délit politique"". Il a été arrêté le 3 décembre 1851 comme insurgé.</p>"	<p>En même temps que son brevet de lithographe, il obtient celui de libraire. Il semble qu'il ait surtout eu une activité de cabinet de lecture, prêtant principalement des romans. Il renonce à son brevet de libraire au début de 1854 et le commissaire constate qu'il n'habite plus la ville. Il habite Alger. Son brevet de lithographe est donc annulé.<br></p>	
1240	COULBOEUF	Louis, Gustave, Philémond	1834-10-18	L'Aigle (Orne)	24601	<p>Il est né le 18 octobre 1834 à L'Aigle (Orne). Son père était journalier.</p>	<p>Écrivain autographe et lithographe, il travaille d'abord pour plusieurs maisons pendant 7 ans avant d'acheter le fonds de Rival pour 1 500 F. Il se spécialise dans les lettres ouvertes, déclarations, circulaires, pétitiions ... autographiées ou lithographiées, et imprime aussi quelques affichettes et dessins satiriques. Il ne semble plus actif après 1890.</p>	Revu E. P., 21/4/2019
1241	COULET	*Joseph, François, Alexandre	1839-09-29	La Vacquerie (Hérault)	5189	<p>Il est né le 29 septembre 1839 La Vacquerie (Hérault) ; son père était aubergiste.</p>	<p>Il est graveur lithographe. Il fait des étiquettes (Vin blanc sec Raphaël Athias, 1883)</p>	
1242	COULOMBEAU					<p>Il est fabricant de paillassons.</p>	<p>Il utilise une presse Ragueneau pour ses écritures commerciales.</p>	
1243	COULON	*Barthélémy, Henry	1795-09-07	Bercy	29751	<p>Il est né le 7 septembre 1795 à Bercy. Il est marié et père de famille. Il semble avoir quelques biens en province.</p>	<p>Prote de l'imprimeur  Roger  depuis 3 ans, il vient de lui racheter  son établissement. Il imprime des portraits d'artistes, des paysages  et une longue série  consacrée au retour des cendres de Napoléon.</p>	
1244	COULON, veuve THUVIEN	Anne, Scholastique	1797-02-10	Saint-Benoït (Loiret)	36666	<p>Elle est née le 10 février 1797 à Saint-Benoît dans le Loiret ; son père était journalier. Son mari est mort le 29 juillet 1857. Elle a deux fils : l'un est lithographe, l'autre ingénieur civil. Du vivant de son mari,  elle s'occupait déjà de l'établissement ; elle ne manque pas d'instruction, et  a beaucoup d'aptitude professionnelle, note le rapport de l'administration de la Librairie. Elle paie un loyer de 3 000 F.</p>	<p>Sa clientèle est constituée du Sénat et de l'Impératrice. Elle est spécialisée dans l'impression d'étiquettes.</p>	
1245	COURBE	Pierre, Joseph	1831-01-12	Lons-le-Saunier (Jura)	15502	<p>Il est né à Lons-le-Saunier (Jura) le 12 janvier 1831 ; son père était tailleur de pierre. Il a fait son apprentissage à Lons chez Damelet, puis a travaillé chez Valluet à Besançon, chez Thurwangere à Paris et Landa à Chalon comme dessinateur lithographe.</p>	"<p>Il s'associe avec Robelin qui a obtenu  un brevet  le 11 avril 1860. Quand l'association est rompue, il garde le matériel mais doit demander un brevet (par création) à son nom, car Robelin souhaite conserver le sien pour s'installer à Beaune. L'entreprise est importante puisqu'elle emploie une vingtaine d'ouvriers et possède, en 1864, une presse mécanique à vapeur et cinq autres presses. En 1872, il déclare pratiquer aussi la typographie. En 1894, il expose une collection de chromos réalisés en dix passages de couleurs et offrant une multitude de tonalités différentes. À la suite de son mariage, l'imprimerie prend  le nom  de Courbe-Rouzet.<br>L'imprimerie a, dans les années 1860, à côté des travaux de ville, une production de ""gravures communes et de gravures en deux teintes expédiées à Marseille pour la fabrication de boîtes d'allumettes en carton"" et, bientôt,  la chromolithographie sert à imprimer une très importante production d'étiquettes pour divers produits (encres...), affiches, calendriers, cartes et images publicitaires en tout genre : devinettes, images formant récit à collectionner, dessins amusants... A côté de créations spécifiques à une marque, plusieurs milliers de modèles sont créés qui peuvent recevoir a posteriori le nom de la marque à promouvoir. La clé du succès de la plus grande partie de la production est de s'adresser à un public enfantin ou d'utiliser une représentation de l'enfance. Ce type d'images peut aussi être utilisé pour illustrer des jeux (lotos, cubes...)  Une production d'une telle importance exige l'ouverture à Paris de bureaux commerciaux et l'embauche de représentants. pour Marseille, Lyon, Dijon, Barcelone et Madrid.<br>L'imprimeur est condamné en 1878 à 50 F d'amende pour un défaut d'adresse sur une affiche, qui est imputé à un employé négligent en l'absence prouvée de son patron.<br>À sa mort en 1912, son neveu Charles Rouzet, ancien élève de l'École centrale de Lyon, reprend l'imprimerie qu'il gardera jusqu'en 1928.</p>"	Grâce à l'achat en 2013 d'une partie de la collection d'Andreas Schmid, la Médiathèque du Grand-Dole conserve un ensemble de plus de mille chromolithographies publicitaires réalisées par l'imprimerie Courbe-Rouzet, qu'elle a numérisées (www. patrimoine-archives.grand-dole.fr ). De même, le Musée des Civilisations de l'Europe et de la Méditerranée en conserve et reproduit sur son site un très grand nombre (www.mucem.org).
1246	COURBIS	Émile, Frédéric	1848-01-10	Lyon (Rhône)	28533	<p>Il est né à Lyon le 10 janvier 1848.</p>	<p>Il était associé avec Jean Pierre Pelletier et, après le décès de ce dernier, l'est resté avec sa veuve. L'imprimerie typographique et lithographique avait pour raison sociale Pelletier et Courbis. Il en est désormais le seul propriétaire.</p>	
