entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_illustration2_fid;field_illustration2_alt;field_illustration2_title;field_illustration2_width;field_illustration2_height
node;imprimeur_lithographe;0;22113;22113;und;0;1808;"";La Sainte-Chapelle;919;1566
node;imprimeur_lithographe;0;22113;22113;und;1;1810;"";La Sainte-Chapelle;921;1566
node;imprimeur_lithographe;0;22113;22113;und;2;1811;"";La Sainte-Chapelle;956;1566
node;imprimeur_lithographe;0;22113;22113;und;3;1812;"";La Sainte-Chapelle;972;1566
node;imprimeur_lithographe;0;22115;22115;und;0;2838;"";Les pièces en vogue  : Notre-Dame-de-Paris;1356;1054
node;imprimeur_lithographe;0;22115;22115;und;1;2852;"";Lettre à M. Ossian Bonnet;1024;1511
node;imprimeur_lithographe;0;22115;22115;und;2;2853;"";Pierre Bonaparte;518;680
node;imprimeur_lithographe;0;22117;22117;und;0;343;"";Strasbourg, quai du sable (TR), 1840;1237;921
node;imprimeur_lithographe;0;22117;22117;und;1;344;"";La prison, l'hospice et les thermes (Bagnères-Bigorre), 1840;500;324
node;imprimeur_lithographe;0;22117;22117;und;2;2839;"";Arrivée du cortège à la barrière de l'Étoile;866;618
node;imprimeur_lithographe;0;22117;22117;und;3;2840;"";Le clergé reçoit les restes de l'Empereur aux Invalides;791;635
node;imprimeur_lithographe;0;22117;22117;und;4;2841;"";Pauline Garcia;430;604
node;imprimeur_lithographe;0;22117;22117;und;5;2842;"";Gilbert Duprez;450;657
node;imprimeur_lithographe;0;22117;22117;und;6;2843;"";Laure Cinti;414;614
node;imprimeur_lithographe;0;22117;22117;und;7;2844;"";Hector Berlioz;379;536
node;imprimeur_lithographe;0;22118;22118;und;0;2848;"";Noble-Gris mousseux;473;651
node;imprimeur_lithographe;0;22118;22118;und;1;2849;"";Cirage de Paris;957;669
node;imprimeur_lithographe;0;22118;22118;und;2;2850;"";Chemins de fer du Midi;465;679
node;imprimeur_lithographe;0;22118;22118;und;3;2851;"";La vue pour tous;520;661
node;imprimeur_lithographe;0;22118;22118;und;4;4168;"";De Paris à Venise;582;823
node;imprimeur_lithographe;0;22118;22118;und;5;4169;"";Saint-Nazaire;583;839
node;imprimeur_lithographe;0;22120;22120;und;0;2834;"";Le festin royal;607;484
node;imprimeur_lithographe;0;22120;22120;und;1;2835;"";Intronisation ;430;631
node;imprimeur_lithographe;0;22120;22120;und;2;2836;"";Service funèbre de S. A. le duc d'Orléans;354;588
node;imprimeur_lithographe;0;22120;22120;und;3;2837;"";Salon de S. A. R. la Dauphine;767;552
node;imprimeur_lithographe;0;22131;22131;und;0;2906;"";L'Enfant de France;1024;1431
node;imprimeur_lithographe;0;22133;22133;und;0;2399;"";Vue de Paris. Le Louvre.;546;440
node;imprimeur_lithographe;0;22133;22133;und;1;2400;"";Petit alphabet ;892;1403
node;imprimeur_lithographe;0;22133;22133;und;2;3038;"";Alphabet illustré;1024;1519
node;imprimeur_lithographe;0;22134;22134;und;0;2701;"";Histoire de Son Altesse Impériale...;1024;1388
node;imprimeur_lithographe;0;22137;22137;und;0;934;"";[Coll. particulière];2142;1437
node;imprimeur_lithographe;0;22137;22137;und;1;2696;"";Souvenir du voyage et du séjour à Dreux;1024;1493
node;imprimeur_lithographe;0;22137;22137;und;2;2697;"";Ferdinando Paer;263;402
node;imprimeur_lithographe;0;22140;22140;und;0;2699;"";Etats du nord de l'Europe;454;369
node;imprimeur_lithographe;0;22141;22141;und;0;3277;"";En-tête de lettre. [A. N.];2141;2902
node;imprimeur_lithographe;0;22148;22148;und;0;2299;"";Les eaux de Paris;1272;1054
node;imprimeur_lithographe;0;22151;22151;und;0;2035;"";Histoire de l'ornement;485;726
node;imprimeur_lithographe;0;22151;22151;und;1;2036;"";Histoire de l'ornement : le style de la Renaissance;1023;1404
node;imprimeur_lithographe;0;22151;22151;und;2;2300;"";Fanny Cerrito dans La Fille de marbre;1024;1281
node;imprimeur_lithographe;0;22151;22151;und;3;2301;"";La Poule aux oeufs d'or au Cirque national;1273;1054
node;imprimeur_lithographe;0;22151;22151;und;4;2302;"";Mélingue dans le rôle de Dantès, au Théâtre historique;962;1566
node;imprimeur_lithographe;0;22151;22151;und;5;2303;"";Massol dans L'Enfant prodigue;929;1566
node;imprimeur_lithographe;0;22151;22151;und;6;2306;"";Melle Taglioni dans le rôle de la Reine des abeilles;955;1566
node;imprimeur_lithographe;0;22151;22151;und;7;2304;"";Le général Damesme;395;558
node;imprimeur_lithographe;0;22151;22151;und;8;2305;"";Monument éthiopien du désert de Naga;888;657
node;imprimeur_lithographe;0;22151;22151;und;9;2308;"";Les trois cousins;1024;1520
node;imprimeur_lithographe;0;22151;22151;und;10;2309;"";Le gouvernement provisoire;814;634
node;imprimeur_lithographe;0;22151;22151;und;11;2307;"";Louis Napoléon Bonaparte élu président;1213;1054
node;imprimeur_lithographe;0;22151;22151;und;12;4007;"";Album du jeune voyageur;1024;1437
node;imprimeur_lithographe;0;22151;22151;und;13;4008;"";Les contes de la Mère Étrennes;1024;1319
node;imprimeur_lithographe;0;22151;22151;und;14;4010;"";Le soir et le matin;357;568
node;imprimeur_lithographe;0;22161;22161;und;0;2471;"";Exposition universelle de 1878;1299;1054
node;imprimeur_lithographe;0;22161;22161;und;1;2472;"";Plan d'immeuble rue du fbg Poissonnière;419;634
node;imprimeur_lithographe;0;22169;22169;und;0;1847;"";Prise de l'Hôtel de ville;1279;1054
node;imprimeur_lithographe;0;22169;22169;und;1;1860;"";La Caricature, n° 2;2344;1783
node;imprimeur_lithographe;0;22169;22169;und;2;1864;"";La Caricature, n° 4;1847;1716
node;imprimeur_lithographe;0;22169;22169;und;3;1848;"";La Caricature, n° 7;325;502
node;imprimeur_lithographe;0;22169;22169;und;4;1859;"";La Caricature, n° 20;549;516
node;imprimeur_lithographe;0;22169;22169;und;5;1850;"";La Caricature, n° 28;597;554
node;imprimeur_lithographe;0;22169;22169;und;6;1858;"";La Caricature, n° 42;2239;1892
node;imprimeur_lithographe;0;22169;22169;und;7;1849;"";La Caricature, n° 43.;624;594
node;imprimeur_lithographe;0;22169;22169;und;8;1865;"";La caricature, n° 76;2087;1707
node;imprimeur_lithographe;0;22169;22169;und;9;2718;"";Vue du pont de la Grève;776;619
node;imprimeur_lithographe;0;22169;22169;und;10;4257;"";L'ordre règne  Varsovie;426;648
node;imprimeur_lithographe;0;22172;22172;und;0;2475;"";En-tête de papier à lettres;2458;2440
node;imprimeur_lithographe;0;22173;22173;und;0;1704;"";Isographie des hommes célèbres;1024;1429
node;imprimeur_lithographe;0;22173;22173;und;1;1705;"";Lettre de Mme de Montespan [fac-similé];1024;1467
node;imprimeur_lithographe;0;22173;22173;und;2;2426;"";Lithographies d'après les chansons de Béranger;1251;1054
node;imprimeur_lithographe;0;22173;22173;und;3;2427;"";Béranger. Bon vin et fillette;603;683
node;imprimeur_lithographe;0;22173;22173;und;4;2428;"";Abus de patience;563;562
node;imprimeur_lithographe;0;22173;22173;und;5;2429;"";Vue intérieure d'une baraque;925;664
node;imprimeur_lithographe;0;22173;22173;und;6;2430;"";Alger et ses environs;857;609
node;imprimeur_lithographe;0;22173;22173;und;7;2431;"";Louis-Philippe 1er, roi des Français;460;663
node;imprimeur_lithographe;0;22173;22173;und;8;2432;"";Melle Taglioni;434;672
node;imprimeur_lithographe;0;22173;22173;und;9;2433;"";Les oies du frère Philippe;898;645
node;imprimeur_lithographe;0;22173;22173;und;10;2434;"";Distractions;767;705
node;imprimeur_lithographe;0;22173;22173;und;11;2435;"";Carte du chemin de fer de Paris à Saint-Germain;395;615
node;imprimeur_lithographe;0;22173;22173;und;12;2436;"";Itinéraire des bateaux à vapeur de l'Oise...;999;442
node;imprimeur_lithographe;0;22173;22173;und;13;2437;"";L'Écho des feuilletons;507;678
node;imprimeur_lithographe;0;22173;22173;und;14;2438;"";Pasquinade.;858;672
node;imprimeur_lithographe;0;22173;22173;und;15;2495;"";Essais sur une nouvelle méthode [A. N.];3123;1410
node;imprimeur_lithographe;0;22175;22175;und;0;2208;"";La Lecture. Les Chauffeurs.;447;622
node;imprimeur_lithographe;0;22175;22175;und;1;2411;"";Au Paradis des dames;478;594
node;imprimeur_lithographe;0;22175;22175;und;2;2412;"";Café des singes;269;610
node;imprimeur_lithographe;0;22175;22175;und;3;2413;"";Savon de toilette Althoea;859;629
node;imprimeur_lithographe;0;22175;22175;und;4;2414;"";Le Peuple;441;613
node;imprimeur_lithographe;0;22175;22175;und;5;2415;"";Tire-bouchons Dordet;863;651
node;imprimeur_lithographe;0;22175;22175;und;6;2416;"";Ambigu comique : La Prière des naufragés;377;503
node;imprimeur_lithographe;0;22175;22175;und;7;2417;"";Bal de la reine Blanche;413;694
node;imprimeur_lithographe;0;22175;22175;und;8;2418;"";Confiserie hygiénique;854;646
node;imprimeur_lithographe;0;22175;22175;und;9;2419;"";La Turbabsine;461;597
node;imprimeur_lithographe;0;22177;22177;und;0;2889;"";Danse andalouse;386;615
node;imprimeur_lithographe;0;22177;22177;und;1;2890;"";Fleur des bois, polka;466;673
node;imprimeur_lithographe;0;22177;22177;und;2;2891;"";Le Calédonien, quadrille;1313;1054
node;imprimeur_lithographe;0;22177;22177;und;3;2892;"";Polka des lanciers;503;672
node;imprimeur_lithographe;0;22177;22177;und;4;2893;"";Rivoli, polka;503;658
node;imprimeur_lithographe;0;22177;22177;und;5;2894;"";La Polkinade;1024;1343
node;imprimeur_lithographe;0;22179;22179;und;0;345;"";Mort du duc de Berry ;1133;1054
node;imprimeur_lithographe;0;22179;22179;und;1;346;"";"""Dieu ai-je aimé cet être là,"" déclare un Garde national en regardant le buste de Louis-Philippe";1316;1054
node;imprimeur_lithographe;0;22179;22179;und;2;347;""; Pauvres moutons ah ! vous avez beau faire;1328;1054
node;imprimeur_lithographe;0;22179;22179;und;3;348;"";Tenez not bourgeois voici la plume avec laquelle l'autre a signé son abdication;1226;1054
node;imprimeur_lithographe;0;22179;22179;und;4;349;""; Quand le Diable devint vieux, il se fit ermite;1172;1054
node;imprimeur_lithographe;0;22179;22179;und;5;350;"";"""La bourse ou la guerre !"" demande ""le Colosse Russe"" à Louis-Philippe";1224;1054
node;imprimeur_lithographe;0;22179;22179;und;6;351;"";" ""Monsieur le Préfet recevra-t-il avant ou après la messe ? - Avant, pendant et après. - (Historique)."" ";1296;1054
node;imprimeur_lithographe;0;22179;22179;und;7;352;""; Mascarade politique ;1427;1054
node;imprimeur_lithographe;0;22179;22179;und;8;353;"";Route de Pantin;1452;1054
node;imprimeur_lithographe;0;22179;22179;und;9;354;"";Pour un pauvre Américain, s'il vous plait;1194;1054
node;imprimeur_lithographe;0;22179;22179;und;10;355;"";Les Novateurs en matière religieuse sous la Monarchie de Juillet ;1391;1054
node;imprimeur_lithographe;0;22179;22179;und;11;356;"";"La fin du combat / Célestin Nanteuil ; peint par Ziegler, 1834";1197;1054
node;imprimeur_lithographe;0;22179;22179;und;12;357;"";La tête branlante;1305;1054
node;imprimeur_lithographe;0;22179;22179;und;13;2420;"";Atelier de la Caricature et du Charivari;863;634
node;imprimeur_lithographe;0;22179;22179;und;14;2421;"";La Caricature passant la revue des blagueurs et voleurs politiques;753;572
node;imprimeur_lithographe;0;22179;22179;und;15;2422;"";Le Grrrrrrrand Complot;479;597
node;imprimeur_lithographe;0;22179;22179;und;16;2423;"";Une cantatrice italienne;634;595
node;imprimeur_lithographe;0;22184;22184;und;0;359;"";Napoléon I.er montrant le Roi de Rome au peuple;1206;1054
node;imprimeur_lithographe;0;22184;22184;und;1;360;"";Vue de Mataro;1196;1054
node;imprimeur_lithographe;0;22184;22184;und;2;361;""; Plaine de Ronceveaux;1183;1054
node;imprimeur_lithographe;0;22184;22184;und;3;363;"";Vue des Hauteurs de Moya;1139;1054
node;imprimeur_lithographe;0;22184;22184;und;4;364;""; Vue de Saint Sébastien;1169;1054
node;imprimeur_lithographe;0;22184;22184;und;5;365;"";"Tartini écoutant le Diable exécuter une sonate / [d'après] Boilly ; [gravé par] Delpech";1304;1054
node;imprimeur_lithographe;0;22184;22184;und;6;366;"";Le duc de Berry sur son lit de mort, 1820;1345;1054
node;imprimeur_lithographe;0;22184;22184;und;7;367;"";S. A. R. le Duc de Berry recevant les premiers secours de l'art. 13 février 1820;1444;1054
node;imprimeur_lithographe;0;22184;22184;und;8;369;"";Assassinat de S. A. R. le Duc de Berry, 13 février 1820 ;1154;1054
node;imprimeur_lithographe;0;22184;22184;und;9;370;"";S. M. Louis XVIII fermant les yeux a S. A. R. le Duc de Berry. 14 février 1820, six heures du matin : [estampe];1249;1054
node;imprimeur_lithographe;0;22184;22184;und;10;371;"";Allégorie,  1820;1263;1054
node;imprimeur_lithographe;0;22184;22184;und;11;3852;"";Caisson d'artillerie;1261;1054
node;imprimeur_lithographe;0;22184;22184;und;12;4032;"";Les moustaches;1024;1448
node;imprimeur_lithographe;0;22184;22184;und;13;4033;"";Chacun prend sonplaisir où il le trouve;1017;1566
node;imprimeur_lithographe;0;22184;22184;und;14;4034;"";Costumes de théâtre;1023;1291
node;imprimeur_lithographe;0;22184;22184;und;15;4035;"";Lara blessé;1178;1054
node;imprimeur_lithographe;0;22184;22184;und;16;4185;"";Le factionnairesuisse au Louvre;1024;1273
node;imprimeur_lithographe;0;22189;22189;und;0;1753;"";Saint Henri V;1024;1491
node;imprimeur_lithographe;0;22189;22189;und;1;1754;"";Le jour de l'An chanté;1024;1468
node;imprimeur_lithographe;0;22189;22189;und;2;1755;"";Statue du grand homme...;1024;1444
node;imprimeur_lithographe;0;22190;22190;und;0;1751;"";Le grand aigle;2362;3137
node;imprimeur_lithographe;0;22192;22192;und;0;2218;"";Le Grand Patineur;427;640
node;imprimeur_lithographe;0;22198;22198;und;0;373;""; Citoyen Général ! [...] Grâce ! Grâce ! [...] ;1450;1054
node;imprimeur_lithographe;0;22198;22198;und;1;374;""; Réception de Jérôme Bonaparte aux Invalides, 1849;1355;1054
node;imprimeur_lithographe;0;22198;22198;und;2;375;""; Derniers moments de Mgr Denis Auguste Affre, Archevêque de Paris;1437;1054
node;imprimeur_lithographe;0;22198;22198;und;3;376;"";Arrivée du cortège à la place Louis XV ;1255;1054
node;imprimeur_lithographe;0;22198;22198;und;4;377;"";Elle dort ! - Non je ne dors pas, ah ! Vous vouliez m...... tremblez, car je veille sur vous tous...;1225;1054
node;imprimeur_lithographe;0;22198;22198;und;5;378;""; Le prince de Joinville reçoit les cendres de Napoléon De S.te Hélène le 18 Octobre 1840;1359;1054
node;imprimeur_lithographe;0;22198;22198;und;6;379;""; Départ des Insurgés transportés ;1270;1054
node;imprimeur_lithographe;0;22198;22198;und;7;380;""; Les équilibristes : [estampe];1454;1054
node;imprimeur_lithographe;0;22198;22198;und;8;381;"";Les oiseaux du Jardin des Plantes Mécontents de leur condition, s'échappent de leur cage;1467;1054
node;imprimeur_lithographe;0;22198;22198;und;9;382;""; Vidal. Carnot. De Flotte Élus Représentants du Peuple le 10 Mars 1850 ;1310;1054
node;imprimeur_lithographe;0;22198;22198;und;10;383;""; Après avoir satisfait aux besoins du moment, le Siège est levé;1467;1054
node;imprimeur_lithographe;0;22198;22198;und;11;384;""; Grande course au clocher devant le peuple français;1362;1054
node;imprimeur_lithographe;0;22198;22198;und;12;385;"";Pauvres Moutons, ah ! vous avez beau faire : toujours on vous tondra.. ;1251;1054
node;imprimeur_lithographe;0;22198;22198;und;13;386;""; Action héroïque de l'Archevêque de Paris (25 juin 1848) ;1419;1054
node;imprimeur_lithographe;0;22198;22198;und;14;2154;"";Abolition complète de la famille;472;635
node;imprimeur_lithographe;0;22198;22198;und;15;2155;"";Accusés du procès de Bourges;417;608
node;imprimeur_lithographe;0;22199;22199;und;0;387;""; Esquisse des eaux et des montagnes de l'Europe;1249;1054
node;imprimeur_lithographe;0;22199;22199;und;1;388;"";Carte de la végétation ou tableau de la répartition des produits de la nature en Europe;1404;1054
node;imprimeur_lithographe;0;22199;22199;und;2;389;"";Carte commerciale ou tableau de l'industrie, des voies de communication... et pavillons marchands... de l'Europe;1255;1054
node;imprimeur_lithographe;0;22199;22199;und;3;390;"";Carte météorologique ou tableau des zones ou climats physiques de l'Europe..;1247;1054
node;imprimeur_lithographe;0;22199;22199;und;4;391;"";Carte hydrographique ou tableau des versans, bassins,... rivières, etc., de l'Europe;1260;1054
node;imprimeur_lithographe;0;22200;22200;und;0;392;"";Carte de la Plaine de Troïe, 1820;1451;1054
node;imprimeur_lithographe;0;22200;22200;und;1;393;"";Plan de Cadiz et de ses environs comprenant les Travaux exécutés pendant le Siège de cette Place ainsi que les Positions occupées par les Armées françaises...;1485;1054
node;imprimeur_lithographe;0;22200;22200;und;2;394;"";Côte orientale du Brésil comprise entre les 12° et 15° degrés de latitude australe pour servir au voyage du Prince Maximilien / Dess. Par Desmadryl et Joumar;1301;1054
node;imprimeur_lithographe;0;22200;22200;und;3;395;"";Carte de la Neustrie dressée, ainsi que la carte générale, d'après les cartes de Jn. Purdy, celles de Th. Jefferys, corrigées, etc., etc. / par Desmadryl jeune, 1830;1303;1054
node;imprimeur_lithographe;0;22200;22200;und;4;396;"";Carte topographique du Bosphore de Thrace et des environs de Constantinople / levée par MM. Thomassin et Vincent... et de Moreton-Chabrillant;1335;1054
node;imprimeur_lithographe;0;22200;22200;und;5;398;"";Carte du nouveau canal de Provence et de ses principales dérivations d'après les projets dressés en 1827...;1377;1054
node;imprimeur_lithographe;0;22200;22200;und;6;2150;"";Plan topographique de la ville de Marseille;1024;1190
node;imprimeur_lithographe;0;22200;22200;und;7;2151;"";Carte géologique d'Europe;1203;1054
node;imprimeur_lithographe;0;22200;22200;und;8;2152;"";Plan de Manheim [A. N. ];3149;2208
node;imprimeur_lithographe;0;22200;22200;und;9;2153;"";Carte de l'Andalousie en 1808.  [A. N. ];3210;2431
node;imprimeur_lithographe;0;22207;22207;und;0;406;"";"Plan de Genève / dressé par Ch. Avril ; Lith. de J. Desportes, 1836";1024;1553
node;imprimeur_lithographe;0;22207;22207;und;1;407;"";Tracé des deux chemins de fer projetés en concurrence sur la rive droite de la Seine entre Paris et Versailles / Lith. de Desportes, 1836;1233;1054
node;imprimeur_lithographe;0;22207;22207;und;2;408;"";Carte des routes tracées le long du Rhône depuis Serrières jusqu'à Pont St Esprit] / Lith. Desportes, 1836;1024;1539
node;imprimeur_lithographe;0;22207;22207;und;3;2147;"";Propriétés rurales de Courbevoie;1537;1030
node;imprimeur_lithographe;0;22207;22207;und;4;2149;"";Programme d'enseignement...Les mammifères. [A. N.];2235;3151
node;imprimeur_lithographe;0;22209;22209;und;0;2056;"";Traité sur la fabrication des châles...;1270;1054
node;imprimeur_lithographe;0;22209;22209;und;1;2057;"";Traité sur la fabrication des châles...;1024;1239
node;imprimeur_lithographe;0;22211;22211;und;0;1662;"";Cham, Le grand équilibriste Nicolas...;1024;1469
node;imprimeur_lithographe;0;22211;22211;und;1;2060;"";Patrie !;1024;1225
node;imprimeur_lithographe;0;22211;22211;und;2;2061;"";Le Tannhauser demandant à voir son fils;1024;1157
node;imprimeur_lithographe;0;22211;22211;und;3;2062;"";Rossini et Meyerbeer;1521;1054
node;imprimeur_lithographe;0;22211;22211;und;4;2065;"";"Caroline Carvalho dans ""Faust""";1024;1536
node;imprimeur_lithographe;0;22211;22211;und;5;2066;"";Rossini;935;1566
node;imprimeur_lithographe;0;22211;22211;und;6;2068;"";"Meyerbeer et ""L'Africaine""";1024;1366
node;imprimeur_lithographe;0;22211;22211;und;7;2067;"";Le jugement de Pâris;1024;1335
node;imprimeur_lithographe;0;22211;22211;und;8;2059;"";Hippodrome : l'Anglais Chantrell;466;641
node;imprimeur_lithographe;0;22211;22211;und;9;2079;"";Peau d'âne au théâtre de la Gaîté;435;624
node;imprimeur_lithographe;0;22211;22211;und;10;2080;"";Théâtre de la Gaîté, Bas de cuir;465;638
node;imprimeur_lithographe;0;22211;22211;und;11;2077;"";Gouget dans le rôle de Belphégor;402;633
node;imprimeur_lithographe;0;22211;22211;und;12;2069;"";La senora Perea Nena;400;641
node;imprimeur_lithographe;0;22211;22211;und;13;2082;"";"Guémard dans ""La Nonne sanglante""";371;661
node;imprimeur_lithographe;0;22211;22211;und;14;2063;"";La France de nos jours. Strasbourg;1266;1054
node;imprimeur_lithographe;0;22211;22211;und;15;2076;"";Paris. Vue du Palais de l'Industrie;776;582
node;imprimeur_lithographe;0;22211;22211;und;16;2081;"";Coecilia. Chanson;367;598
node;imprimeur_lithographe;0;22211;22211;und;17;2084;"";Petite marche du Prince impérial;464;621
node;imprimeur_lithographe;0;22211;22211;und;18;2074;"";La crinolinomanie;738;601
node;imprimeur_lithographe;0;22211;22211;und;19;2078;"";Les Plaisirs de Bade;517;665
node;imprimeur_lithographe;0;22211;22211;und;20;2086;"";Au camp de Châlons;470;546
node;imprimeur_lithographe;0;22211;22211;und;21;2075;"";Les Cosaques pour rire;808;614
node;imprimeur_lithographe;0;22211;22211;und;22;2070;"";À Sebastopol;730;613
node;imprimeur_lithographe;0;22211;22211;und;23;2072;"";Les Cosaques pour rire;733;611
node;imprimeur_lithographe;0;22211;22211;und;24;2073;"";L'armée de réserve...;748;591
node;imprimeur_lithographe;0;22211;22211;und;25;2083;"";Les soldats les mieux disciplinés...;732;614
node;imprimeur_lithographe;0;22211;22211;und;26;2087;"";Chargeons les Russes. Le prince Menschikoff;404;583
node;imprimeur_lithographe;0;22211;22211;und;27;2085;"";Zouaves et Croates. L'Autriche n'a plus le sou...;447;614
node;imprimeur_lithographe;0;22211;22211;und;28;2128;"";Canapé ottoman pour salon;853;610
node;imprimeur_lithographe;0;22213;22213;und;0;409;"";"Plan et monuments de Paris / Annexés à la France par canton publiée par T. Ogier ; et A[ugus]te Richard, lithogéographes à Paris ; Lith. de Deulin, Mellard et Cie, 1843";1254;1054
node;imprimeur_lithographe;0;22213;22213;und;1;410;""; L'Atelier, organe spécial de la classe laborieuse... : [affiche], 1844;1024;1367
node;imprimeur_lithographe;0;22213;22213;und;2;2058;"";Le Grand Colbert. Publicité.;452;596
node;imprimeur_lithographe;0;22221;22221;und;0;2088;"";Plan du parc du Bel-Air;1338;1054
node;imprimeur_lithographe;0;22223;22223;und;0;2747;"";Alexandrine Noblet dans La Sylphide;383;618
node;imprimeur_lithographe;0;22223;22223;und;1;2748;"";Adolphe Nourrit dans Le Philtre;1024;1291
node;imprimeur_lithographe;0;22223;22223;und;2;2749;"";Décor pour Le Philtre;710;611
node;imprimeur_lithographe;0;22223;22223;und;3;2750;"";Théâtre des jeunes élèves de M. Comte;1339;1054
node;imprimeur_lithographe;0;22223;22223;und;4;2751;"";Carte des canaux et chemins de fer;727;645
node;imprimeur_lithographe;0;22223;22223;und;5;2752;"";Décor pour La Tentation;565;541
node;imprimeur_lithographe;0;22223;22223;und;6;2753;"";Charles Jeanne dans sa prison;361;522
node;imprimeur_lithographe;0;22223;22223;und;7;2754;"";Arrestation de la duchesse de Berry;1293;1054
node;imprimeur_lithographe;0;22223;22223;und;8;2755;"";Enfantin, chef de la religion saint-simonienne;448;638
node;imprimeur_lithographe;0;22224;22224;und;0;2777;"";Specimens de cachets de commerce  [A. N. F/18/1756];2682;2135
node;imprimeur_lithographe;0;22230;22230;und;0;2756;"";Les petits du premier;722;590
node;imprimeur_lithographe;0;22230;22230;und;1;2757;"";Il faudra voir Mardi-Gras;564;628
node;imprimeur_lithographe;0;22231;22231;und;0;2758;"";C'est l'drapeau d'la France...;754;565
node;imprimeur_lithographe;0;22231;22231;und;1;2759;"";Clémence du Peuple;446;628
node;imprimeur_lithographe;0;22231;22231;und;2;2760;"";Une fille du peuple;487;678
node;imprimeur_lithographe;0;22231;22231;und;3;2761;"";Alexis de Tocqueville;1114;1566
node;imprimeur_lithographe;0;22231;22231;und;4;2762;"";Lucien Murat;366;523
node;imprimeur_lithographe;0;22231;22231;und;5;2763;"";Membres du Gouvernement provisoire;478;660
node;imprimeur_lithographe;0;22231;22231;und;6;2764;"";Pierre Leroux, représentant du Peuple;389;607
node;imprimeur_lithographe;0;22231;22231;und;7;2765;"";Un homme considérable ...et content;447;627
node;imprimeur_lithographe;0;22234;22234;und;0;416;"";" ""Louis Napoléon Bonaparte Président de la République française"", à mi-corps, de tr. q. à g. en uniforme de général, 1849";1013;1566
node;imprimeur_lithographe;0;22234;22234;und;1;417;"";(La Poire) Sur ce terrain de conservateur Dois-je enfin, me confier sans aigreur. [etc.] : [estampe];1024;1416
node;imprimeur_lithographe;0;22234;22234;und;2;418;"";Quand on a plus d'un domestique mâle : [estampe];1277;1054
node;imprimeur_lithographe;0;22234;22234;und;3;419;"";" Carte des environs et fortifications de Paris, avec l'indication des foires et fêtes patronales / dressée par Charle ingénieur géographe attaché au dépôt général de la Guerre ; lith. Dopter";1250;1054
node;imprimeur_lithographe;0;22234;22234;und;4;420;""; Carte routière de la Bretagne... / dressée par Charle;1464;1054
node;imprimeur_lithographe;0;22234;22234;und;5;421;"";" Carte d'Afrique / par E. Piton... ; accompagnée de la carte de l'Algérie et du plan des environs d'Alger par Charle, 1844";1487;1054
node;imprimeur_lithographe;0;22234;22234;und;6;422;"";Arrivée Aux Tuilleries : [estampe], 1835;1482;1053
node;imprimeur_lithographe;0;22234;22234;und;7;423;""; Ils n'ont Plus Peur !!;1431;1054
node;imprimeur_lithographe;0;22234;22234;und;8;2773;"";Petit mois de Marie [A. N. F/18/1756];2492;1933
node;imprimeur_lithographe;0;22234;22234;und;9;2774;"";Exemple d'impression sur soie [A. N. F/18/1756];2157;1712
node;imprimeur_lithographe;0;22237;22237;und;0;425;""; Cirque d'Hiver. Une caravane dans le désert : [affiche] / E. Lévy, 1876;1024;1528
node;imprimeur_lithographe;0;22237;22237;und;1;426;""; 80, boulevard Rochechouart...Elysée-Montmartre... bal masqué jeudi et dimanche, bal mardi et samedi : [affiche] / lithographie d'Emile Lévy, 1877;1024;1370
node;imprimeur_lithographe;0;22237;22237;und;2;427;""; S. M. Eugénie Impératrice : [estampe];1024;1414
node;imprimeur_lithographe;0;22237;22237;und;3;428;""; S. M. l'Impératrice et l'Enfant de France : [estampe];1024;1483
node;imprimeur_lithographe;0;22237;22237;und;4;3022;"";Jean-Dominique Ingres;362;518
node;imprimeur_lithographe;0;22245;22245;und;0;3259;"";Circulaire à la clientèle  [A. N.];2172;2747
node;imprimeur_lithographe;0;22248;22248;und;0;441;""; Sa Majesté Eugénie, Impératrice des Français : [estampe];1024;1552
node;imprimeur_lithographe;0;22248;22248;und;1;442;"";Sa Majesté Eugénie, Impératrice des Français : [estampe];1024;1473
node;imprimeur_lithographe;0;22248;22248;und;2;443;"";La Kara - Fatima ou l'héroïne de Marasch : [estampe];1421;1054
node;imprimeur_lithographe;0;22248;22248;und;3;444;"";Assaut de Sébastopol : [estampe];1386;1054
node;imprimeur_lithographe;0;22248;22248;und;4;446;"";Combat de Wissembourg. : (4 aout 1870.) : [estampe] ;1391;1054
node;imprimeur_lithographe;0;22248;22248;und;5;447;"";Les régates d'Asnières : [estampe];1351;1054
node;imprimeur_lithographe;0;22248;22248;und;6;448;"";Bombardement de Boumar-Sund;1210;1054
node;imprimeur_lithographe;0;22251;22251;und;0;4132;"";Viotti, célèbre violon...;429;629
node;imprimeur_lithographe;0;22251;22251;und;1;4133;"";Portrait d'Eugène Beauharnais...;667;570
node;imprimeur_lithographe;0;22251;22251;und;2;4134;"";Le général Foy;428;627
node;imprimeur_lithographe;0;22251;22251;und;3;4135;"";Sacre de Charles X;1288;1054
node;imprimeur_lithographe;0;22251;22251;und;4;4136;"";L'Homme habile;1344;1054
node;imprimeur_lithographe;0;22251;22251;und;5;4137;"";Compensation : ;1024;1394
node;imprimeur_lithographe;0;22251;22251;und;6;4138;"";Compensation : Celui-ci voudrait remonter;1024;1384
