entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_bibliographie_sources_value;field_bibliographie_sources_format
Archives de la L&eacute;gion d&#39;honneur,&nbsp;<font color=""#000000"">LH/1178/19 <b>&nbsp;&nbsp;</b></font> www2.culture.gouv.fr/LH/LH082/PG/FRDAFAN83_OL1178019v001.htm</p>

<p><a href=""https://catalogue.bnf.fr/ark:/12148/cb41530333w""><em>&nbsp;Vente aux ench&egrave;res publiques... de planches grav&eacute;es et lithographi&eacute;es, publi&eacute;es par la maison Goupil et Cie</em></a> ,1881.</p>

<p>Lafont-Couturier (H&eacute;l&egrave;ne), &quot;La maison Goupil ou la notion d&#39;oeuvre originale remise en question&quot;, <em>Revue de l&#39;Art</em>, 1996, n&deg;112, p. 59-69.&nbsp; <a href=""https://www.persee.fr/doc/rvart_0035-1326_1996_num_112_1_348269"">www.persee.fr/doc/rvart_0035-1326_1996_num_112_1_348269</a></p>
";full_html
node;imprimeur_lithographe;0;22425;22425;und;0;"<p>Archives nationales F<sup>18</sup> 1771 ;&nbsp; F<sup>18</sup> 161</p>
";full_html
node;imprimeur_lithographe;0;22426;22426;und;0;"<p>Archives nationales&nbsp; F<sup>18</sup> 1771</p>
";full_html
node;imprimeur_lithographe;0;22427;22427;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>
";full_html
node;imprimeur_lithographe;0;22428;22428;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>
";full_html
node;imprimeur_lithographe;0;22429;22429;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>

<p><em>Almanach du commerce</em>, 1837.</p>
";full_html
node;imprimeur_lithographe;0;22430;22430;und;0;"<p>Archives nationales F<sup>18 </sup>1771 ;&nbsp; F<sup>18</sup> 161</p>
";full_html
node;imprimeur_lithographe;0;22431;22431;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>
";full_html
node;imprimeur_lithographe;0;22432;22432;und;0;"<p>Archives nationales F<sup>18 </sup>2184</p>
";full_html
node;imprimeur_lithographe;0;22433;22433;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>

<p><br />
<em>Journal g&eacute;n&eacute;ral de l&rsquo;imprimerie et de la librairie</em>. Deuxi&egrave;me s&eacute;rie, tome VIII,&nbsp; 1864, p. 164.</p>
";full_html
node;imprimeur_lithographe;0;22434;22434;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>

<p>INPI, 1 BB 33451&nbsp; Appareil dit mouille-papier &agrave; copier, 1857.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22435;22435;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>
";full_html
node;imprimeur_lithographe;0;22436;22436;und;0;"<p>Archives nationales&nbsp; F<sup>18</sup> 1771<br />
Archives de Paris D<sup>10</sup> U<sup>3</sup> 38 / D<sup>11</sup> U<sup>3</sup> 492</p>
";full_html
node;imprimeur_lithographe;0;22437;22437;und;0;"<p>Archives nationales F<sup>18</sup> 1771</p>
";full_html
node;imprimeur_lithographe;0;22438;22438;und;0;"<p>Archives nationales F<sup>18</sup> 1772</p>
";full_html
node;imprimeur_lithographe;0;22439;22439;und;0;"<p>Archives Nationales F<sup>18</sup> 1772 ;&nbsp; F<sup>18</sup> 161</p>

<p>INPI, 1 BB 20782&nbsp; Couronne mortuaire estamp&eacute;e et lithographi&eacute;e, 1854.&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>

<p><em>Bibliographie de la France</em>, XXXIIIe ann&eacute;e, 1844, n&deg; 15, p. 176</p>
";full_html
node;imprimeur_lithographe;0;22440;22440;und;0;"<p>Archives Nationales F/18/1772 ;&nbsp; F/18/161</p>
";full_html
node;imprimeur_lithographe;0;22441;22441;und;0;Archives Nationales F18 2124;plain_text
node;imprimeur_lithographe;0;22442;22442;und;0;"<p>Archives Nationales F<sup>18 </sup>2124</p>
";full_html
node;imprimeur_lithographe;0;22443;22443;und;0;"<p>Archives Nationales F/18/1772<br />
Archives de Paris D10 U3 44 n&deg;14881</p>
";full_html
node;imprimeur_lithographe;0;22444;22444;und;0;"<p>Archives Nationales F/18/1772</p>
";full_html
node;imprimeur_lithographe;0;22445;22445;und;0;Archives Nationales F18 2124;plain_text
node;imprimeur_lithographe;0;22446;22446;und;0;"<p>Archives Nationales F/18/1772</p>
";full_html
node;imprimeur_lithographe;0;22447;22447;und;0;"<p>Archives Nationales F18 1772</p>
";plain_text
node;imprimeur_lithographe;0;22448;22448;und;0;"<p>Archives Nationales F/18/1772</p>
";full_html
node;imprimeur_lithographe;0;22449;22449;und;0;"<p>Archives Nationales F<sup>18</sup> 1772</p>
";full_html
node;imprimeur_lithographe;0;22450;22450;und;0;"<p>Archives Nationales, F/18/1772</p>
";full_html
node;imprimeur_lithographe;0;22451;22451;und;0;"<p>Archives Nationales F18 2124</p>
";filtered_html
node;imprimeur_lithographe;0;22452;22452;und;0;"<p>Archives Nationales F<sup>18</sup> 1773</p>
";full_html
node;imprimeur_lithographe;0;22453;22453;und;0;"<p>Archives Nationales F18 2124</p>
";filtered_html
node;imprimeur_lithographe;0;22454;22454;und;0;"<p>Archives Nationales F18 2124</p>
";filtered_html
node;imprimeur_lithographe;0;22455;22455;und;0;"<p>Archives Nationales F/18/1773</p>
";filtered_html
node;imprimeur_lithographe;0;22456;22456;und;0;"<p>Archives Nationales F/18/1773</p>
";full_html
node;imprimeur_lithographe;0;22457;22457;und;0;"<p>Archives nationales F/18/1773</p>
";filtered_html
node;imprimeur_lithographe;0;22458;22458;und;0;"<p>Archives Nationales F<sup>18</sup> 1773</p>

<p>INPI, 1 BB 111366&nbsp; Proc&eacute;d&eacute; d&#39;impression sur pierres lithographiques, 1876.&nbsp;<br />
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 1 BB 114697&nbsp; Proc&eacute;d&eacute; d&#39;impression sur verre dit lithoglyptique, 1876. &nbsp; &nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22459;22459;und;0;"<p>Archives Nationales F<sup>18</sup> 1773</p>
";full_html
node;imprimeur_lithographe;0;22460;22460;und;0;"<p>Archives Nationales F/18/1773</p>
";full_html
node;imprimeur_lithographe;0;22461;22461;und;0;"<p>Archives Nationales F/18/1773</p>
";full_html
node;imprimeur_lithographe;0;22463;22463;und;0;"<p>Archives Nationales F/18/1773</p>

<p><a href=""http://gallica.bnf.fr/ark:/12148/bpt6k5489209c/f36.image"" target=""_blank"">Inventaire du fonds fran&ccedil;ais apr&egrave;s 1800 / Biblioth&egrave;que nationale, D&eacute;partement des estampes. Tome dixi&egrave;me</a>, Guillaume+Humbert / par Jean Adh&eacute;mar .... Jacques Lef&egrave;vre ....et Fran&ccedil;oise Gardey .....1958,</p>

<p>Chauvet (Paul), <em>Les ouvriers du Livre en France, de 1789&nbsp; la constitution de la F&eacute;d&eacute;ration du Livre</em>, Paris, Marcel Rivi&egrave;re, 1956, p. 424-425.<br />
Finance (Isidore), <em>Les associations professionnelles ouvri&egrave;res,</em> Paris, Imprimerie nationale, 1899, p. 643-644.</p>
";full_html
node;imprimeur_lithographe;0;22464;22464;und;0;"<p>Archives Nationales F<sup>18</sup> 1773</p>
";full_html
node;imprimeur_lithographe;0;22465;22465;und;0;"<p>Archives Nationales F/18/1773</p>

<p><em>Bibliographie de la France ou Journal g&eacute;n&eacute;ral de l&#39;imprimerie et de la librairie</em>, 1853 p. 352</p>
";full_html
node;imprimeur_lithographe;0;22466;22466;und;0;"<p>Archives Nationales F/18/1773</p>
";full_html
node;imprimeur_lithographe;0;22467;22467;und;0;"<p>Archives Nationales F/8/1773</p>
";full_html
node;imprimeur_lithographe;0;22468;22468;und;0;"<p>Archives Nationales F<sup>18</sup> 1774</p>
";full_html
node;imprimeur_lithographe;0;22469;22469;und;0;"<p>Archives Nationales F/18/1774</p>
";filtered_html
node;imprimeur_lithographe;0;22470;22470;und;0;"<p>Archives Nationales F/18/1774</p>
";full_html
node;imprimeur_lithographe;0;22471;22471;und;0;"<p>Archives Nationales F<sup>18</sup> 1774</p>

<p>INPI, 1 BB 23236&nbsp; Proc&eacute;d&eacute;s de d&eacute;coration de la porcelaine et de la fa&iuml;ence, 1855.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>

<p>&nbsp;</p>
";full_html
node;imprimeur_lithographe;0;22472;22472;und;0;"<p>Archives Nationales F/18/1774</p>
";full_html
node;imprimeur_lithographe;0;22473;22473;und;0;"<p>Archives Nationales F/18/1774</p>
";full_html
node;imprimeur_lithographe;0;22474;22474;und;0;"<p>Archives Nationales F<sup>18</sup> 1774</p>
";full_html
node;imprimeur_lithographe;0;22475;22475;und;0;"<p>Archives Nationales F/18/1774</p>
";full_html
node;imprimeur_lithographe;0;22476;22476;und;0;"<p>Archives Nationales F<sup>18</sup> 1774</p>
";full_html
node;imprimeur_lithographe;0;22477;22477;und;0;"<p>Archives Nationales F/18/1774</p>
";full_html
node;imprimeur_lithographe;0;22478;22478;und;0;AN F18 1774;plain_text
node;imprimeur_lithographe;0;22479;22479;und;0;"<p>Archives Nationales F<sup>18</sup> 1774</p>
";filtered_html
node;imprimeur_lithographe;0;22480;22480;und;0;"<p>Archives Nationales F<sup>18</sup> 1774</p>
";full_html
node;imprimeur_lithographe;0;22481;22481;und;0;"<p>Archives nationales F<sup>18</sup> 1775</p>
";full_html
node;imprimeur_lithographe;0;22482;22482;und;0;"<p>Archives Nationales F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22483;22483;und;0;"<p>Archives nationales F<sup>18</sup> 1775</p>
";full_html
node;imprimeur_lithographe;0;22484;22484;und;0;"<p>Archives Nationales F<sup>18</sup> 1775</p>
";full_html
node;imprimeur_lithographe;0;22485;22485;und;0;"<p>Archives nationales F<sup>18</sup> 1775</p>
";full_html
node;imprimeur_lithographe;0;22486;22486;und;0;"<p>Archives Nationales F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22487;22487;und;0;"<p>Archives Nationales F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22488;22488;und;0;"<p>Archives Nationales F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22489;22489;und;0;"<p>Archives Nationales F<sup>18</sup> 1775<br />
Archives de Paris D<sup>10</sup> U<sup>3</sup> 49 /&nbsp; D<sup>11</sup> U<sup>3</sup> 860</p>

<p><em>L&#39;Imprimerie</em>, d&eacute;cembre 1866, n&deg; 36 p. 394.<br />
<em>L&#39;art de peindre la parole. &Eacute;tudes sur l&#39;imprimerie, la librairie... par MM. Gobin (H.), Jeunesse (A.), Kaeppelin (D.), Paris, Eug&egrave;ne Lacroix, 1874, p. 95.&nbsp;&nbsp; </em>http://gallica.bnf.fr/ark:/12148/bpt6k5711971f</p>

<p>&nbsp;</p>
";full_html
node;imprimeur_lithographe;0;22490;22490;und;0;"<p>Archives Nationales F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22491;22491;und;0;"<p>Archives nationales, F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22492;22492;und;0;"<p>Archives nationales, F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22493;22493;und;0;"<p>Archives Nationales F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22494;22494;und;0;"<p>Archives Nationales, F/18/1775</p>

<p>Feyel (Gilles), <em>Les correspondances de presse parisiennes des journaux d&eacute;partementaux (1828-1856)</em>, Paris, &eacute;d. CNRS, 1977. (Documents pour l&#39;histoire de la presse nationale aux XIXe et XXe si&egrave;cles).</p>
";filtered_html
node;imprimeur_lithographe;0;22495;22495;und;0;"<p>Archives nationales, F/18/1775<br />
Archives de Paris, D10 U3 35 n&deg;436&nbsp; ;&nbsp; D11 U3 395</p>
";full_html
node;imprimeur_lithographe;0;22496;22496;und;0;"<p>Archives Nationales F/18/1776</p>
";filtered_html
node;imprimeur_lithographe;0;22497;22497;und;0;"<p>Archives nationales,F/18/1775</p>
";full_html
node;imprimeur_lithographe;0;22498;22498;und;0;"<p>Archives Nationales, F/18 /1776</p>
";full_html
node;imprimeur_lithographe;0;22499;22499;und;0;"<p>Archives Nationales F<sup>18</sup> 1776</p>
";full_html
node;imprimeur_lithographe;0;22500;22500;und;0;"<p>Archives Nationales F<sup>18</sup> 1776</p>

<p>INPI, 1 BB 20527&nbsp; Genre de peinture sous toile, 1847.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 6550&nbsp;&nbsp; Application, &agrave; la reliure, de la couverture imprim&eacute;e sur tissus, papiers ou cuirs, du cartonnage, en m&ecirc;me temps que l&#39;estampage etc., 1847.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 22541&nbsp; Reliure toile basane, 1855.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 30313&nbsp; Estampage sur le bois, 1856<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 61552&nbsp; Syst&egrave;me de d&eacute;coupage appliqu&eacute; aux bordures imprim&eacute;es et estamp&eacute;es, 1863. &nbsp;&nbsp; &nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>

<p>Malavieille (Sophie), <em>Cartonnages et reliures d&#39;&eacute;diteur en France au XIXe si&egrave;cle (1815-1865</em>), Paris, Promodis, 1985.</p>
";full_html
node;imprimeur_lithographe;0;22501;22501;und;0;"<p>Archives Nationales F<sup>18</sup> 1776</p>
";full_html
node;imprimeur_lithographe;0;22502;22502;und;0;"<p>Archives Nationales F<sup>18</sup> 1776<br />
Archives Nationales F<sup>18</sup> 1869, brevet Ricard</p>
";full_html
node;imprimeur_lithographe;0;22503;22503;und;0;"<p>Archives Nationales F<sup>18</sup> 1776</p>
";full_html
node;imprimeur_lithographe;0;22504;22504;und;0;"<p>Archives Nationales F<sup>18 </sup>1777</p>
";full_html
node;imprimeur_lithographe;0;22505;22505;und;0;"<p>Archives Nationales F<sup>18</sup> 1777</p>
";full_html
node;imprimeur_lithographe;0;22506;22506;und;0;"<p>Archives Nationales F<sup>18</sup> 1777</p>
";full_html
node;imprimeur_lithographe;0;22507;22507;und;0;"<p>Archives Nationales F<sup>18</sup> 1777</p>
";full_html
node;imprimeur_lithographe;0;22508;22508;und;0;"<p>Archives nationales, F/18/1777</p>
";full_html
node;imprimeur_lithographe;0;22509;22509;und;0;"<p>Archives Nationales F<sup>18</sup> 1777</p>
";full_html
node;imprimeur_lithographe;0;22510;22510;und;0;"<p>Archives nationales F<sup>18 </sup>1777</p>
";full_html
node;imprimeur_lithographe;0;22511;22511;und;0;"<p>Archives Nationales F<sup>18</sup> 1777</p>
";full_html
node;imprimeur_lithographe;0;22512;22512;und;0;"<p>Archives nationales&nbsp; F<sup>18</sup> 1777</p>

<p><span>[<a href=""https://catalogue.bnf.fr/ark:/12148/cb36794648w"">Factum. Piemontesi (maire de Montmartre).</a> 1854], Paris : impr. G. -A. Pinard, [D.L. 1854]</span></p>
";full_html
node;imprimeur_lithographe;0;22513;22513;und;0;"<p>Archives Nationales F<sup>18</sup> 1778</p>
";full_html
node;imprimeur_lithographe;0;22514;22514;und;0;"<p>Archvies Nationales F<sup>18</sup> 1778</p>

<p><strong>&nbsp;</strong><a href=""http://gallica.bnf.fr/ark:/12148/bpt6k5489209c/f443.image"" target=""_blank"">Inventaire du fonds fran&ccedil;ais apr&egrave;s 1800 / Biblioth&egrave;que nationale, D&eacute;partement des estampes. Tome dixi&egrave;me</a>, Guillaume-Humbert / par Jean Adh&eacute;mar,... Jacques Leth&egrave;ve,... et Fran&ccedil;oise Gardey,..., 1958</p>

<p>BnF, D&eacute;partement des estampes, S.N.R. Hollier</p>

<p>INPI, 1 BB&nbsp; 27348&nbsp; Proc&eacute;d&eacute; de mise en bouteille d&#39;une encre conservatrice des &eacute;crits, 1856.&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>

<p>&nbsp;</p>
";full_html
node;imprimeur_lithographe;0;22515;22515;und;0;"<p>Archives Nationales F<sup>18</sup> 1778</p>
";full_html
node;imprimeur_lithographe;0;22516;22516;und;0;"<p>Archives nationales F<sup>18</sup> 1778</p>

<p><em>Almanach du commerce</em>, 1829 ; 1837 ; 1839<br />
<em>Le Lithographe</em>, 1839, p.219.</p>

<p><a href=""http://gallica.bnf.fr/ark:/12148/bpt6k6273741w"" target=""_blank"">Th&eacute;orie lithographique</a>, ou Mani&egrave;re facile d&#39;apprendre &agrave; imprimer soi-m&ecirc;me,... par M. Houbloup,..., 1828.</p>

<p>Twyman (Michael), <em>Breaking the mould. The first hundred years of lithography,</em> Londres, British Library, 2000, p. 163-165.</p>
";full_html
node;imprimeur_lithographe;0;22517;22517;und;0;"<p>Archives Nationales F<sup>18</sup> 1778</p>
";full_html
node;imprimeur_lithographe;0;22518;22518;und;0;"<p>Archives nationales F<sup>18</sup> 1778</p>
";full_html
node;imprimeur_lithographe;0;22519;22519;und;0;"<p>Archives Nationales F<sup>18</sup> 1778</p>
";full_html
node;imprimeur_lithographe;0;22520;22520;und;0;"<p>Archives Nationales F18 1779</p>

<p>Archives de Paris D10 U3 25 n&deg;6667</p>

<p>INPI, 1 BB 1612&nbsp; Proc&eacute;d&eacute;s de fabrication de pierres lithographiques factices, 1845.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>

<p><a href=""https://catalogue.bnf.fr/ark:/12148/cb415260997""><span>Catalogue de tableaux italiens, espagnols, flamands... qui composent la magnifique galerie de M. Huard </span></a></p>
";full_html
node;imprimeur_lithographe;0;22521;22521;und;0;"<p>Archives Nationales F<sup>18</sup> 1779</p>

<p>INPI, 1 BB 3512&nbsp; Genre de cartes de visite, 1846.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22522;22522;und;0;"<p>Archives Nationales F<sup>18</sup> 1779</p>
";full_html
node;imprimeur_lithographe;0;22523;22523;und;0;"<p>Archives Nationales F<sup>18</sup> 1779 ; F<sup>18</sup> 2138</p>
";full_html
node;imprimeur_lithographe;0;22524;22524;und;0;"<p>Archives Nationales F/18/1779</p>

<p>INPI, 1 BB 16264&nbsp; Presse lithographique et lithochromique, 1853&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr/<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 45571 Perfectionnements apport&eacute;s dans les presses &agrave; lithographier, 1860</p>
";full_html
node;imprimeur_lithographe;0;22525;22525;und;0;"<p>Archives Nationales F18 1779</p>

<p><em>Almanach du Commerce</em>, 1839</p>
";full_html
node;imprimeur_lithographe;0;22526;22526;und;0;"<p>Archives Nationales F<sup>18</sup> 1779</p>

<p>INPI, 1 BA 4467 M&eacute;thode perfectionn&eacute;e, propre &agrave; mettre les dessins sur les blocs et cylindres, soit de bois, soit de cuivre ou autre m&eacute;tal, servant &agrave; imprimer sur toutes &eacute;toffes de laine, de lin, de coton, de soie ou autres, comme aussi sur toutes les substances, etc., 1834.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BA 6615&nbsp; Nouvelle mani&egrave;re de pr&eacute;parer la surface du verre ou des m&eacute;taux, avant de la soumettre &agrave; l&#39;action des acides, pour produire des gravures, soit au trait, soit ombr&eacute;es, 1838.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BA 8933&nbsp; Perfectionnements apport&eacute; &agrave; la lithographie, 1840.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 2533&nbsp; Proc&eacute;d&eacute; propre &agrave; d&eacute;corer la surface de la fa&iuml;ence et de la porcelaine, 1845. (d&eacute;j&agrave; enregistr&eacute; en Grande-Bretagne) &nbsp;&nbsp; &nbsp;&nbsp;&nbsp; http ://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22527;22527;und;0;"<p>Archives Nationales F<sup>18</sup> 1779</p>

<p><br />
<em>Bibliographie de la France ou Journal g&eacute;n&eacute;ral de l&#39;Imprimerie et la Librairie</em>, 1853, p. 660</p>
";full_html
node;imprimeur_lithographe;0;22528;22528;und;0;"<p>Archives Nationales F<sup>18</sup> 1779</p>
";full_html
node;imprimeur_lithographe;0;22529;22529;und;0;"<p>Archives nationales F<sup>18</sup> 1779</p>
";full_html
node;imprimeur_lithographe;0;22530;22530;und;0;"<p>Archives Nationales F<sup>18 </sup>1779</p>
";full_html
node;imprimeur_lithographe;0;22531;22531;und;0;"<p>Archives Nationales F/18/1779</p>
";full_html
node;imprimeur_lithographe;0;22532;22532;und;0;"<p>Archives Nationales F<sup>18</sup> 1779</p>

<p>INPI,&nbsp; 1BB 15440&nbsp; Imitation, par l&#39;estampage, du papier-carton, de tous ronds de bosse et reliefs, 1853.&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22533;22533;und;0;"<p>Archives Nationales F/18/1779</p>
";full_html
node;imprimeur_lithographe;0;22534;22534;und;0;"<p>Archives Nationales F/18/1779</p>
";filtered_html
node;imprimeur_lithographe;0;22535;22535;und;0;"<p>Archives Nationales F/18 /1779</p>
";full_html
node;imprimeur_lithographe;0;22536;22536;und;0;"<p>Archives Nationales F/18/1779</p>
";full_html
node;imprimeur_lithographe;0;22537;22537;und;0;"<p>Archives nationales, F/18/1780</p>
";full_html
node;imprimeur_lithographe;0;22538;22538;und;0;"<p>Archives nationales, F/18/1780</p>
";full_html
node;imprimeur_lithographe;0;22539;22539;und;0;"<p>Archives Nationales&nbsp;F18 1780</p>
";filtered_html
node;imprimeur_lithographe;0;22540;22540;und;0;"<p>Archives Nationales F<sup>18</sup> 1780</p>

<p>INPI,&nbsp; 1 BB 17683&nbsp; Proc&eacute;d&eacute; d&#39;impression lithographique multicolore en teint solide sur &eacute;toffes quelconques en pi&egrave;ces, 1853-1854 [avec Dufat]<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1BB&nbsp; 23002&nbsp; Syst&egrave;me d&#39;impression zoolithographique, 1855 [avec Dufat]<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; 1 BB 47205&nbsp; Ol&eacute;ographie ou proc&eacute;d&eacute; de reproduction sur toile de la peinture &agrave; l&#39;huile, 1860.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22541;22541;und;0;"<p>Archives Nationales F/18/1780</p>

<p>Archives de Paris D10 U3 35 n&deg;1118, D11 U3 410, D10 U3 30 N&deg;12547 et 12548, D11 U3 203.</p>

<p>INPI, 1 BB 17683 Proc&eacute;d&eacute; d&#39;impression lithographique multicolore en teint solide sur &eacute;toffes quelconques en pi&egrave;ces, 1853-1854.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 23002&nbsp; Syst&egrave;me d&#39;impression zoo-lithographie, 1855.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 BB 47205&nbsp; Ol&eacute;ographie ou proc&eacute;d&eacute; de reproduction sur toile de la peinture &agrave; l&#39;huile, 1860.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr/</p>
";full_html
node;imprimeur_lithographe;0;22542;22542;und;0;"<p>Archives nationales, F/18/1780</p>

<p>INPI, 1 BA 4064&nbsp; Moyen de reproduire sur les peaux la gravure et la lithographie dans leur &eacute;tat naturel, avec des vignettes de toutes couleurs produisant des reflets m&eacute;talliques, 1833.&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>

<p><em><strong>&nbsp;</strong>Catalogue des brevets d&#39;invention d&#39;importation et de perfectionnement</em>, volume 1828-1842, p. 385</p>
";filtered_html
node;imprimeur_lithographe;0;22543;22543;und;0;"<p>Archives Nationales F<sup>18</sup> 1780<br />
Archives de Paris D10 U<sup>3</sup> 26 n&deg;7047<br />
Biblioth&egrave;que nationale de France, D&eacute;partement des Estampes SNR Jacquet</p>
";full_html
node;imprimeur_lithographe;0;22544;22544;und;0;"<p>Archives nationales, F/18/1780</p>

<p><em>Exposition des produits des Beaux-arts et de l&#39;Industrie</em>, 1865, p. 522.</p>
";full_html
node;imprimeur_lithographe;0;22545;22545;und;0;"<p>Archives Nationales F<sup>18</sup> 1780</p>
";full_html
node;imprimeur_lithographe;0;22546;22546;und;0;"<p>Archives nationales, F/18/1780</p>
";full_html
node;imprimeur_lithographe;0;22547;22547;und;0;"<p>Archives nationales, F/18/1780<br />
Biblioth&egrave;que nationale de France, D&eacute;partement des Estampes Dc 161 pet-fol</p>

<p>Feyel (Gilles),&nbsp; &quot;Les correspondances de presse parisiennes des journaux d&eacute;partementaux (1828-1856)&quot;, <em>Documents pour l&rsquo;histoire de la presse nationale aux XIX<sup>e</sup> et XX<sup>e</sup> si&egrave;cles</em>, Paris, CNRS, p. 87-339.<br />
Feyel (Gilles), &quot;Une application de l&#39;autographie : les correspondances de presse parisiennes destin&eacute;es aux journaux des d&eacute;partements (1828-1856)&quot;, (&agrave; para&icirc;tre)</p>
";full_html
node;imprimeur_lithographe;0;22548;22548;und;0;"<p>Archives Nationales F<sup>18</sup> 1780</p>
";full_html
node;imprimeur_lithographe;0;22549;22549;und;0;"<p>Archives Nationales F<sup>18</sup> 1780</p>

<p>INPI, 1 BB 20649&nbsp; Application de la chromolithographie sur verres, cristaux, etc., 1854.&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22550;22550;und;0;"<p>Archives nationales&nbsp;F<sup>18</sup> 1780</p>

<p>INPI, 1 BB 6839&nbsp; Genre de scie &agrave; spirale rotative, 1847.&nbsp;&nbsp;&nbsp;&nbsp; http://bases-brevets19e.inpi.fr</p>
";full_html
node;imprimeur_lithographe;0;22551;22551;und;0;"<p>Archives Nationales F<sup>18</sup> 1780</p>
";full_html
node;imprimeur_lithographe;0;22552;22552;und;0;"<p>Archives Nationales F<sup>18</sup> 1780</p>
";full_html
node;imprimeur_lithographe;0;22553;22553;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>
";full_html
node;imprimeur_lithographe;0;22554;22554;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>
";full_html
node;imprimeur_lithographe;0;22555;22555;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>
";full_html
node;imprimeur_lithographe;0;22556;22556;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>
";full_html
node;imprimeur_lithographe;0;22557;22557;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>

<p>Twyman (Michael),<em> A</em> <em>History of chromolithography. Printed colour for all</em>, London&nbsp; : The Bristish Library, 2013, p. 356.</p>
";full_html
node;imprimeur_lithographe;0;22558;22558;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>
";full_html
node;imprimeur_lithographe;0;22559;22559;und;0;"<p>Archives Nationales F<sup>18 </sup>1781</p>
";full_html
node;imprimeur_lithographe;0;22560;22560;und;0;"<p>Archives Nationales F<sup>18</sup> 1781</p>

